   630.512         2.171340e-01         4.243246e-05         1.616914e-01         1.551684e-02        -9.994800e-04
   631.338         2.188810e-01         4.311800e-05         1.612334e-01         1.547160e-02        -9.977604e-04
   632.164         2.171470e-01         4.243754e-05         1.611570e-01         1.546289e-02        -1.000235e-03
   632.991         2.148540e-01         4.154602e-05         1.615837e-01         1.550057e-02        -1.006352e-03
   633.817         2.181580e-01         4.283362e-05         1.620308e-01         1.553880e-02        -1.012551e-03
   634.643         2.237420e-01         4.505443e-05         1.621160e-01         1.554233e-02        -1.016441e-03
   635.470         2.194540e-01         4.334405e-05         1.620898e-01         1.553562e-02        -1.019659e-03
   636.296         2.156080e-01         4.183813e-05         1.624709e-01         1.556830e-02        -1.025454e-03
   637.122         2.292230e-01         4.728887e-05         1.633014e-01         1.564469e-02        -1.034135e-03
   637.948         2.182410e-01         4.286622e-05         1.639447e-01         1.570407e-02        -1.041707e-03
   638.775         2.163410e-01         4.212309e-05         1.638062e-01         1.568892e-02        -1.044233e-03
   639.601         2.204090e-01         4.372211e-05         1.630278e-01         1.561230e-02        -1.042319e-03
   640.427         2.196150e-01         4.340767e-05         1.622331e-01         1.553488e-02        -1.039785e-03
   641.253         2.181400e-01         4.282655e-05         1.618230e-01         1.549665e-02        -1.039205e-03
   642.079         2.185670e-01         4.299438e-05         1.617451e-01         1.549333e-02        -1.040407e-03
   642.905         2.153610e-01         4.174232e-05         1.616975e-01         1.549608e-02        -1.041699e-03
   643.732         2.244820e-01         4.535295e-05         1.613103e-01         1.547022e-02        -1.040904e-03
   644.558         2.120430e-01         4.046601e-05         1.603135e-01         1.539179e-02        -1.036444e-03
   645.384         2.152690e-01         4.170667e-05         1.587786e-01         1.526880e-02        -1.028906e-03
   646.210         2.110900e-01         4.010309e-05         1.572095e-01         1.514646e-02        -1.021428e-03
   647.036         2.100510e-01         3.970928e-05         1.561250e-01         1.506720e-02        -1.016965e-03
   647.862         2.068460e-01         3.850674e-05         1.555450e-01         1.502535e-02        -1.015207e-03
   648.688         2.052260e-01         3.790594e-05         1.551506e-01         1.498730e-02        -1.013884e-03
   649.514         2.069710e-01         3.855330e-05         1.549279e-01         1.495625e-02        -1.013172e-03
   650.340         2.062370e-01         3.828033e-05         1.552318e-01         1.497560e-02        -1.016088e-03
   651.166         2.087920e-01         3.923469e-05         1.560722e-01         1.505196e-02        -1.023197e-03
   651.992         2.102140e-01         3.977093e-05         1.568746e-01         1.512812e-02        -1.030555e-03
   652.818         2.100730e-01         3.971760e-05         1.568582e-01         1.512589e-02        -1.032678e-03
   653.644         2.075210e-01         3.875847e-05         1.551824e-01         1.496534e-02        -1.024052e-03
   654.470         2.025260e-01         3.691510e-05         1.514188e-01         1.460602e-02        -1.001916e-03
   655.296         1.959630e-01         3.456135e-05         1.466969e-01         1.415360e-02        -9.734668e-04
   656.122         1.929380e-01         3.350256e-05         1.437530e-01         1.386785e-02        -9.564648e-04
   656.948         1.939720e-01         3.386262e-05         1.446190e-01         1.394373e-02        -9.642544e-04
   657.774         1.992770e-01         3.574019e-05         1.484756e-01         1.430434e-02        -9.915638e-04
   658.599         2.054260e-01         3.797986e-05         1.527490e-01         1.470437e-02        -1.021607e-03
   659.425         2.095160e-01         3.950726e-05         1.558082e-01         1.498808e-02        -1.043771e-03
   660.251         2.123160e-01         4.057028e-05         1.576403e-01         1.515452e-02        -1.058064e-03
   661.077         2.141060e-01         4.125724e-05         1.587260e-01         1.525090e-02        -1.067795e-03
   661.903         2.132520e-01         4.092877e-05         1.592076e-01         1.529237e-02        -1.073958e-03
   662.728         2.135980e-01         4.106170e-05         1.590724e-01         1.527787e-02        -1.076333e-03
   663.554         2.139390e-01         4.119291e-05         1.585821e-01         1.523074e-02        -1.076517e-03
   664.380         2.127130e-01         4.072214e-05         1.581775e-01         1.519136e-02        -1.077429e-03
   665.206         2.126510e-01         4.069840e-05         1.580281e-01         1.517540e-02        -1.080197e-03
   666.031         2.130830e-01         4.086393e-05         1.579646e-01         1.516717e-02        -1.083592e-03
   666.857         2.128570e-01         4.077729e-05         1.578892e-01         1.515772e-02        -1.086879e-03
   667.683         2.127920e-01         4.075239e-05         1.579185e-01         1.515853e-02        -1.090803e-03
   668.508         2.128480e-01         4.077384e-05         1.580261e-01         1.516802e-02        -1.095136e-03
   669.334         2.132200e-01         4.091649e-05         1.579270e-01         1.515970e-02        -1.097796e-03
  1503.952         2.346460e-02         4.955287e-07         1.867308e-02         1.357239e-03        -7.273760e-04
  1509.148         2.724870e-02         6.682425e-07         2.128010e-02         1.553860e-03        -8.022581e-04
  1514.333         2.824180e-02         7.178393e-07         2.200592e-02         1.619194e-03        -8.069401e-04
  1519.509         3.011230e-02         8.160756e-07         2.319199e-02         1.730703e-03        -8.305322e-04
  1524.675         3.042520e-02         8.331235e-07         2.371396e-02         1.771744e-03        -8.403616e-04
  1529.831         3.076230e-02         8.516872e-07         2.380482e-02         1.800199e-03        -8.383724e-04
  1534.978         3.233460e-02         9.409737e-07         2.434190e-02         1.872033e-03        -8.432311e-04
  1540.114         3.237210e-02         9.431576e-07         2.445419e-02         1.890312e-03        -8.288280e-04
  1545.242         3.388610e-02         1.033441e-06         2.518705e-02         1.965212e-03        -8.375761e-04
  1550.360         3.381240e-02         1.028951e-06         2.511603e-02         1.974385e-03        -8.195093e-04
  1555.468         3.305620e-02         9.834411e-07         2.482967e-02         1.971724e-03        -7.985905e-04
  1560.567         3.366240e-02         1.019841e-06         2.520133e-02         2.003804e-03        -7.966701e-04
  1565.657         3.335550e-02         1.001330e-06         2.459021e-02         1.975078e-03        -7.672880e-04
  1570.738         3.137940e-02         8.862001e-07         2.365460e-02         1.908047e-03        -7.270391e-04
  1575.809         3.075870e-02         8.514879e-07         2.280209e-02         1.843365e-03        -6.925678e-04
  1580.872         3.205750e-02         9.249150e-07         2.391408e-02         1.956662e-03        -7.200009e-04
  1585.926         3.245830e-02         9.481871e-07         2.424367e-02         1.994402e-03        -7.191418e-04
  1590.971         3.163820e-02         9.008781e-07         2.358218e-02         1.947920e-03        -6.891388e-04
  1596.007         3.245440e-02         9.479593e-07         2.403619e-02         1.990831e-03        -6.954835e-04
  1601.035         3.104760e-02         8.675581e-07         2.321203e-02         1.925883e-03        -6.646970e-04
  1606.054         3.087290e-02         8.578224e-07         2.331448e-02         1.929706e-03        -6.608212e-04
  1611.064         3.037160e-02         8.301907e-07         2.288174e-02         1.909050e-03        -6.446901e-04
  1616.066         3.138290e-02         8.863978e-07         2.330640e-02         1.958351e-03        -6.528319e-04
  1621.060         3.165920e-02         9.020745e-07         2.368116e-02         1.986028e-03        -6.572826e-04
  1626.045         3.241230e-02         9.455015e-07         2.426559e-02         2.031716e-03        -6.673376e-04
  1631.023         3.208050e-02         9.262426e-07         2.402207e-02         2.018802e-03        -6.658433e-04
  1635.992         3.137320e-02         8.858499e-07         2.324334e-02         1.972069e-03        -6.423735e-04
  1640.954         2.990350e-02         8.047974e-07         2.217036e-02         1.895137e-03        -6.114185e-04
  1645.907         3.016450e-02         8.189074e-07         2.259393e-02         1.913746e-03        -6.146540e-04
  1650.852         3.011320e-02         8.161243e-07         2.257124e-02         1.915740e-03        -6.107358e-04
  1655.790         3.045620e-02         8.348221e-07         2.267698e-02         1.927397e-03        -6.123304e-04
